  Name;Auth;Journal/Year;Abstract;Keys;Pmid;Info
The potential cost-effectiveness of adding a human papillomavirus vaccine to the cervical cancer screening programme in South Africa.;Sinanovic E1, Moodley J, Barone MA, Mall S, Cleary S, Harries J.;Vaccine. 2009 Oct 19.27(44):6196-202. doi: 10.1016/j.vaccine.2009.08.004. Epub 2009 Aug 19.;Abstract This study was designed to answer the question of whether a cervical cancer prevention programme that incorporates a human papillomavirus (HPV) vaccine is potentially more cost-effective than the current strategy of screening alone in South Africa. We developed a static Markov state transition model to describe the screening and management of cervical cancer within the South African context. The incremental cost-effectiveness ratio of adding HPV vaccination to the screening programme ranged from US $1078 to 1460 per quality-adjusted life year (QALY) gained and US$3320-4495 per life year saved, mainly depending on whether the study was viewed from a health service or a societal perspective. Using discounted costs and benefits, the threshold analysis indicated that a vaccine price reduction of 60% or more would make the vaccine plus screening strategy more cost-effective than the screening only approach. To address the issue of affordability and cost-effectiveness, the pharmaceutical companies need to make a commitment to price reductions.;Research Support, Non-U.S. Gov't,Adolescent,Adult,Cost-Benefit Analysis,Female,Humans,Markov Chains,Middle Aged,Models, Economic*,Papillomavirus Infections/economics,Papillomavirus Infections/epidemiology,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Quality-Adjusted Life Years,South Africa/epidemiology,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Young Adult,Papillomavirus Vaccines;19698807;
The price of cancer screening;Lam C.L.K.;2004,Hong Kong Practitioner;Effectiveness of a screening test is an essential but not adequate criterion for its application to patient care. The potential benefit has to be balanced against the possible harm and cost of screening. This paper presents a framework on how the price can be balanced against the benefit of cancer screening. The principles are illustrated by modelling cervical cancer and breast cancer screening programmes in the setting of Hong Kong. The estimated price for every cervical cancer death prevented by regular smear screening is 1158 women suffering from psychological harm and HK$2,277,900. The estimated price for every breast cancer death prevented by regular mammography screening is 372 women suffering from psychological harm and HK$6,249,600. Breast cancer screening is about three times more costly than cervical cancer screening but it is associated with fewer women suffering from unnecessary psychological stress. The family doctor has a duty to counsel patients on not only the potential benefit but also the cost and possible harm of a cancer screening programme, so that patients can make truly informed choices.;,article, breast cancer, cancer mortality, cancer screening, cost benefit analysis, female, health care cost, health program, Hong Kong, human, informed consent, mammography, mental stress, outcomes research, patient care, uterine cervix cancer, uterine cervix cytology;;
The SPECTRUM population model of the impact of screening and treatment on U.S. breast cancer trends from 1975 to 2000: principles and practice of the model methods.;Mandelblatt J1, Schechter CB, Lawrence W, Yi B, Cullen J.;J Natl Cancer Inst Monogr. 2006.(36):47-55.;"Abstract OBJECTIVE: This stochastic simulation model was developed to estimate the impact of screening and treatment diffusion on U.S. breast cancer mortality between 1975 and 2000. MODELING APPROACH: We use an event-driven continuous-time state transition model. Women who are destined to develop breast cancer may be screen detected, present with symptoms, or die of other causes before cancer is diagnosed. At presentation, the cancer has a stage assigned on the basis of mode of detection. Cancers are assumed to be estrogen receptor (ER) positive or negative. Data on screening and treatment diffusion are based on national datasets. other parameters are based on a synthesis of the evidence available in the literature. MODEL METHODS: The model is calibrated to predict incidence and stage distribution (in situ, local, regional, and distant). Other than screening or treatment, background events that affect mortality are not explicitly modeled but are captured in the deviation between model projections of mortality trends and actual trends. We assume that: 1) tumors progress more slowly in older age groups, 2) screen- and clinically detected disease have the same survival conditional on age and stage, 3) women do not die of breast cancer within the ""lead time"" period, 4) screening benefits are captured by shifts in stage at diagnosis, 4) tamoxifen benefits only ER-positive women, and 5) preclinical sojourn time and dwell times in each of the clinical stages are stochastically independent. MODEL RESULTS: Dissemination of screening and therapeutic advances had a substantial impact on mortality trends. We estimate that, by the year 2000, diffusion of screening lowered mortality by 12.4% and treatment improvements and dissemination lowered mortality by 14.6%. CONCLUSIONS: Models such as this one can be useful to translate clinical trial findings to general populations. This model can also be used inform policy debates about how to best achieve targeted reductions in breast cancer morbidity and mortality.";Research Support, N.I.H., Extramural,Adult,Age Distribution,Aged,Aged, 80 and over,Antineoplastic Combined Chemotherapy Protocols/therapeutic use*,Breast Neoplasms/diagnosis*,Breast Neoplasms/drug therapy*,Breast Neoplasms/mortality,Chemotherapy, Adjuvant,Disease Progression,Female,Humans,Incidence,Mammography/statistics & numerical data,Mass Screening/statistics & numerical data*,Middle Aged,Models, Statistical*,Neoplasm Staging,Predictive Value of Tests,Sensitivity and Specificity,Stochastic Processes,Survival Rate,United States/epidemiology,K05 CA96940/CA/NCI NIH HHS/United States,U01-CA88293A/CA/NCI NIH HHS/United States;17032894;
The use of modeling to understand the impact of screening on U.S. mortality: examples from mammography and PSA testing.;Feuer EJ1, Etzioni R, Cronin KA, Mariotto A.;Stat Methods Med Res. 2004 Dec.13(6):421-42.;Abstract Surveillance data represent a vital resource for understanding the impact of cancer control interventions on the population cancer burden. However, population cancer trends are a complex product of many factors, and estimating the contribution of any one of these factors can be challenging. Surveillance modeling is a technique for estimating the contribution of one or more interventions of interest to trends in disease incidence and mortality. In this article, we present several approaches to surveillance modeling of cancer screening interventions. We classify models as biological or epidemiological, depending on whether they model the full unobservable aspects of disease onset and progression, or models which reduce the complex process to simpler terms by summarizing portions of the disease process using mostly observed population level measures. We also describe differences between macrolevel models, microsimulation models and mechanistic models. We discuss procedures for model calibration and validation, and methods for presenting model results which are robust with respect to certain types of biased model estimates. As examples, we present several models of the impact of mammography screening on breast cancer mortality, and PSA screening on prostate cancer mortality. Both these examples are appropriate uses of surveillance modeling, even though for mammography there is extensive (although somewhat controversial) randomized trial evidence, whereas for PSA this biomarker has seen extensive use as a screening test prior to any controlled trial evidence of its efficacy. Some of the models presented here were developed as part of the National Cancer Institute's Cancer Intervention and Surveillance Modeling Network.;Breast Neoplasms/diagnosis*,Breast Neoplasms/mortality*,Female,Humans,Male,Mammography/utilization*,Models, Statistical*,Mortality/trends*,Population Surveillance,Prostate-Specific Antigen*,Prostatic Neoplasms/diagnosis*,Prostatic Neoplasms/mortality,United States/epidemiology,Prostate-Specific Antigen;15587432;
The value of male human papillomavirus vaccination in preventing cervical cancer and genital warts in a low-resource setting;Sharma M., Sy S., Kim J.J.;2016,BJOG: An International Journal of Obstetrics and Gynaecology;Objective To estimate health benefits and incremental cost-effectiveness of human papillomavirus (HPV) vaccination of pre-adolescent boys and girls compared with girls alone for preventing cervical cancer and genital warts. Design Model-based economic evaluation. Setting Southern Vietnam. Population Males and females aged ?9 years. Methods We simulated dynamic HPV transmission to estimate cervical cancer and genital warts cases. Models were calibrated to epidemiological data from south Vietnam. Main outcome measures Incremental cost-effectiveness ratios (ICERs): cost per quality-adjusted life-year (QALY). Results Vaccinating girls alone was associated with reductions in lifetime cervical cancer risk ranging from 20 to 56.9% as coverage varied from 25 to 90%. Adding boys to the vaccination programme yielded marginal incremental benefits (?3.6% higher absolute cervical cancer risk reduction), compared with vaccinating girls alone at all coverages. At ?25 international dollars (I$) per vaccinated adolescent (I$5 per dose), HPV vaccination of boys was below the threshold of Vietnam's per-capita GDP (I$2800), with ICERs ranging from I$734 per QALY at 25% coverage to I$2064 per QALY for 90% coverage. Including health benefits from averting genital warts yielded more favourable ICERs, and vaccination of boys at I$10/dose became cost-effective at or below 75% coverage. Using a lower cost-effectiveness threshold of 50% of Vietnam's GDP (I$1400), vaccinating boys was no longer attractive at costs above I$5 per dose regardless of coverage. Conclusion Vaccination of boys may be cost-effective at low vaccine costs, but provides little benefit over vaccinating girls only. Focusing on achieving high vaccine coverage of girls may be more efficient for southern Vietnam and similar low-resource settings. Tweetable abstract Limited cervical cancer reduction from including boys in HPV vaccination of girls in low-resource settings. ? 2015 Royal College of Obstetricians and Gynaecologists.;Boys, cervical cancer, cost-effectiveness, human papillomavirus, vaccination, Vietnam;;
Unifying screening processes within the PROSPR consortium: a conceptual model for breast, cervical, and colorectal cancer screening.;Beaber EF1, Kim JJ2, Schapira MM2, Tosteson AN2, Zauber AG2, Geiger AM2, Kamineni A2, Weaver DL2, Tiro JA2. Population-based Research Optimizing Screening through Personalized Regimens Consortium.;J Natl Cancer Inst. 2015 May 7.107(6):djv120. doi: 10.1093/jnci/djv120. Print 2015 Jun.;Abstract General frameworks of the cancer screening process are available, but none directly compare the process in detail across different organ sites. This limits the ability of medical and public health professionals to develop and evaluate coordinated screening programs that apply resources and population management strategies available for one cancer site to other sites. We present a trans-organ conceptual model that incorporates a single screening episode for breast, cervical, and colorectal cancers into a unified framework based on clinical guidelines and protocols. the model concepts could be expanded to other organ sites. The model covers four types of care in the screening process: risk assessment, detection, diagnosis, and treatment. Interfaces between different provider teams (eg, primary care and specialty care), including communication and transfer of responsibility, may occur when transitioning between types of care. Our model highlights across each organ site similarities and differences in steps, interfaces, and transitions in the screening process and documents the conclusion of a screening episode. This model was developed within the National Cancer Institute-funded consortium Population-based Research Optimizing Screening through Personalized Regimens (PROSPR). PROSPR aims to optimize the screening process for breast, cervical, and colorectal cancer and includes seven research centers and a statistical coordinating center. Given current health care reform initiatives in the United States, this conceptual model can facilitate the development of comprehensive quality metrics for cancer screening and promote trans-organ comparative cancer screening research. PROSPR findings will support the design of interventions that improve screening outcomes across multiple cancer sites.;Research Support, N.I.H., Extramural,Breast Neoplasms*/diagnosis,Breast Neoplasms*/epidemiology,Breast Neoplasms*/therapy,Colorectal Neoplasms*/diagnosis,Colorectal Neoplasms*/epidemiology,Colorectal Neoplasms*/therapy,Early Detection of Cancer/methods*,Female,Humans,Mass Screening/methods*,Models, Statistical*,National Cancer Institute (U.S.),Research Support as Topic,Risk Assessment,United States/epidemiology,Uterine Cervical Neoplasms*/diagnosis,Uterine Cervical Neoplasms*/epidemiology,Uterine Cervical Neoplasms*/therapy,U54CA163303/CA/NCI NIH HHS/United States,U54CA163307/CA/NCI NIH HHS/United States,U54 CA163313/CA/NCI NIH HHS/United States,U54CA163262/CA/NCI NIH HHS/United States,U54 CA163307/CA/NCI NIH HHS/United States,U54CA163261-04S1/CA/NCI NIH HHS/United States,P01 CA154292/CA/NCI NIH HHS/United States,U54 CA163303/CA/NCI NIH HHS/United States,P30 CA023108/CA/NCI NIH HHS/United States,P30 CA008748/CA/NCI NIH HHS/United States,U54CA163308/CA/NCI NIH HHS/United States,U54 CA163261/CA/NCI NIH HHS/United States,U54CA164336/CA/NCI NIH HHS/United States,U54 CA163262/CA/NCI NIH HHS/United States,U01CA163304/CA/NCI NIH HHS/United States,U54CA163313/CA/NCI NIH HHS/United States,U54CA163308-04S1/CA/NCI NIH HHS/United States,U54 CA163308/CA/NCI NIH HHS/United States,U54CA163261/CA/NCI NIH HHS/United States,U54 CA164336/CA/NCI NIH HHS/United States,U01 CA163304/CA/NCI NIH HHS/United States,54CA163262-04S1/CA/NCI NIH HHS/United States;25957378;
Which strategies reduce breast cancer mortality most?;Mandelblatt, Jeanne, van Ravesteyn, Nicolien, Schechter, Clyde, Chang, Yaojen, Huang, An-Tsun, Near, Aimee M., de Koning, Harry, Jemal, Ahmedin;CANCER,2013;;;WOS:000325864500007;
A cost-utility analysis of adding a bivalent or quadrivalent HPV vaccine to the Irish cervical screening programme.;;Eur J Public Health. 2010 Apr.20(2):213-9. doi: 10.1093/eurpub/ckp141. Epub 2009 Oct 28.;Abstract BACKGROUND: Cervical cancer is a leading cause of death worldwide, and in Ireland it is the ninth most commonly diagnosed cancer in women. Almost 100% of these cancers are caused by human papillomavirus (HPV) infection. Two newly developed vaccines against HPV infection have become available. This study is a cost-utility analysis of the HPV vaccine in Ireland, and it compares the cost-effectiveness profiles of the two vaccines. METHODS: A cost-utility analysis of the HPV vaccine in Ireland was performed using a Markov model. A cohort of screened and vaccinated women was compared with an unvaccinated screened cohort, and both cohorts were followed over their lifetimes. The model looked at uptake of services related to HPV disease in both cohorts. Outcomes were measured in quality adjusted life years (QALYs). Extensive sensitivity analysis was done. RESULTS: For the base case analysis, the model showed that the incremental cost-effectiveness ratio (ICER) for quadrivalent HPV vaccination would be 25,349 euros/QALY and 30,460 euros/QALY for the bivalent vaccine. The ICER for the quadrivalent vaccine ranged from 2877 euros to 36,548 euros, and for the bivalent from 3399 euros to 45,237 euros. At current prices, the bivalent vaccine would need to be 22% cheaper than the quadrivalent vaccine in order to have equivalent cost effectiveness. CONCLUSION: HPV vaccination has the potential to be very cost effective in Ireland. The quadrivalent vaccine is more cost effective than the bivalent vaccine.;Cost-Benefit Analysis,Costs and Cost Analysis,Early Detection of Cancer/economics*,Female,Humans,Ireland,Markov Chains,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Vaccination/economics*,Papillomavirus Vaccines;19864366;
A cost-utility analysis of lung cancer screening and the additional benefits of incorporating smoking cessation interventions.;;PLoS One. 2013 Aug 7.8(8):e71379. doi: 10.1371/journal.pone.0071379. Print 2013.;Abstract BACKGROUND: A 2011 report from the National Lung Screening Trial indicates that three annual low-dose computed tomography (LDCT) screenings for lung cancer reduced lung cancer mortality by 20% compared to chest X-ray among older individuals at high risk for lung cancer. Discussion has shifted from clinical proof to financial feasibility. The goal of this study was to determine whether LDCT screening for lung cancer in a commercially-insured population (aged 50-64) at high risk for lung cancer is cost-effective and to quantify the additional benefits of incorporating smoking cessation interventions in a lung cancer screening program. METHODS AND FINDINGS: The current study builds upon a previous simulation model to estimate the cost-utility of annual, repeated LDCT screenings over 15 years in a high risk hypothetical cohort of 18 million adults between age 50 and 64 with 30+ pack-years of smoking history. In the base case, the lung cancer screening intervention cost $27.8 billion over 15 years and yielded 985,284 quality-adjusted life years (QALYs) gained for a cost-utility ratio of $28,240 per QALY gained. Adding smoking cessation to these annual screenings resulted in increases in both the costs and QALYs saved, reflected in cost-utility ratios ranging from $16,198 per QALY gained to $23,185 per QALY gained. Annual LDCT lung cancer screening in this high risk population remained cost-effective across all sensitivity analyses. CONCLUSIONS: The findings of this study indicate that repeat annual lung cancer screening in a high risk cohort of adults aged 50-64 is highly cost-effective. Offering smoking cessation interventions with the annual screening program improved the cost-effectiveness of lung cancer screening between 20% and 45%. The cost-utility ratios estimated in this study were in line with other accepted cancer screening interventions and support inclusion of annual LDCT screening for lung cancer in a high risk population in clinical recommendations.;Research Support, Non-U.S. Gov't,Aged,Carcinoma, Non-Small-Cell Lung/diagnosis*,Carcinoma, Non-Small-Cell Lung/economics,Carcinoma, Non-Small-Cell Lung/prevention & control,Computer Simulation,Cost-Benefit Analysis,Early Detection of Cancer/economics*,Female,Health Promotion/economics*,Humans,Lung Neoplasms/diagnosis*,Lung Neoplasms/economics,Lung Neoplasms/prevention & control,Male,Mass Screening/economics,Middle Aged,Models, Economic,Quality-Adjusted Life Years,Smoking/adverse effects,Smoking Cessation*;23940744;
Can a national lung cancer screening program in combination with smoking cessation policies cause an early decrease in tobacco deaths in Italy?;;Cancer Prev Res (Phila). 2012 Jun.5(6):874-82. doi: 10.1158/1940-6207.CAPR-12-0019. Epub 2012 Apr 23.;Abstract Objective is to predict smoking attributable deaths (SAD) for lung cancer and all causes in Italy, 2015 to 2040, assuming a yet unimplemented tobacco control policies (TCP) and a national, low-dose, lung cancer, computed tomography (CT) annual screening program (CT screen). A dynamic model describing the evolution of smoking habits was developed to estimate quit rates, 1986 to 2009, and to predict SAD under different scenarios: keeping the status quo. raising cigarette taxes by 20%. implementing cessation treatment policies (funding treatment, setting up an active quitline, promoting counseling among health professionals). introducing a three-round annual CT screen for current and former heavy smokers aged 55 to 74, 70% compliance, 20% lung cancer mortality reduction. combining all the above-mentioned measures. The CT screen brought a 3.0% constant annual reduction in lung cancer SAD and decreased or postponed all-cause SAD by 1.7% annually (a half due to respiratory diseases), relative to the status quo scenario. The effect was noticeable after few years from its introduction. TCP showed a steadily strengthening effect starting from 5 to 10 years after implementation. The lung cancer and all-cause SAD under cessation treatment policies, for instance, were reduced by 8.4% and 12.0% in 2030, respectively, and by 16.1% and 20.0% in 2040. TCP gave a greater effect than CT screen in reducing all-cause SAD because cessation brought about a reduction in smoking-related SAD other than lung cancer and respiratory diseases. Combining TCP and CT screen could bring about an early decrease in lung cancer and respiratory disease SAD due to CT screen, followed by a more substantial drop in all-cause SAD in subsequent decades due to TCP.;Research Support, Non-U.S. Gov't,Aged,Early Detection of Cancer/methods*,Female,Humans,Italy,Lung Neoplasms/diagnosis*,Male,Middle Aged,Models, Statistical,National Health Programs/legislation & jurisprudence*,Prognosis,Risk Factors,Smoking/mortality*,Smoking Cessation*,Survival Rate,Tomography, X-Ray Computed;22525583;
Cost-effectiveness analysis of different types of human papillomavirus vaccination combined with a cervical cancer screening program in mainland China.;;BMC Infect Dis. 2017 Jul 18.17(1):502. doi: 10.1186/s12879-017-2592-5.;Abstract BACKGROUND: China has a high prevalence of human papillomavirus (HPV) and a consequently high burden of disease with respect to cervical cancer. The HPV vaccine has proved to be effective in preventing cervical cancer and is now a part of routine immunization programs worldwide. It has also proved to be cost effective. This study aimed to assess the cost-effectiveness of 2-, 4-, and 9-valent HPV vaccines (hereafter, HPV2, 4 or 9) combined with current screening strategies in China. METHODS: A Markov model was developed for a cohort of 100,000 HPV-free girls to simulate the natural history to HPV infection. Three recommended screening methods (1. liquid-based cytology test + HPV DNA test. 2. pap smear cytology test + HPV DNA test. 3. visual inspection with acetic acid) and three types of HPV vaccination program (HPV2/4/9) were incorporated into 15 intervention options, and the incremental cost-effectiveness ratio (ICER) was calculated to determine the dominant strategies. Costs, transition probabilities and utilities were obtained from a review of the literature and national databases. One-way sensitivity analyses and threshold analyses were performed for key variables in different vaccination scenarios. RESULTS: HPV9 combined with screening showed the highest health impact in terms of reducing HPV-related diseases and increasing the number of quality-adjusted life years (QALYs). Under the current thresholds of willingness to pay (WTP, 3 times the per capita GDP or USD$ 23,880), HPV4/9 proved highly cost effective, while HPV2 combined with screening cost more and was less cost effective. Only when screening coverage increased to 60% ~ 70% did the HPV2 and screening combination strategy become economically feasible. CONCLUSIONS: The combination of the HPV4/9 vaccine with current screening strategies for adolescent girls was highly cost-effective and had a significant impact on reducing the HPV infection-related disease burden in Mainland China.;Research Support, Non-U.S. Gov't,Adolescent,Child,China/epidemiology,Cohort Studies,Cost-Benefit Analysis,Female,Humans,Markov Chains,Mass Screening/economics*,Papanicolaou Test,Papillomaviridae,Papillomavirus Infections/economics,Papillomavirus Infections/epidemiology,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/therapeutic use,Quality-Adjusted Life Years,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Vaccination/economics*,Vaginal Smears,Papillomavirus Vaccines;28720082;
Cost-effectiveness of a cervical screening program with human papillomavirus vaccine.;Sopina E1, Ashton T.;Int J Technol Assess Health Care. 2011 Oct.27(4):290-7. doi: 10.1017/S0266462311000456. Epub 2011 Sep 22.;"Abstract OBJECTIVES: Recent introduction of a quadrivalent human papillomavirus (HPV) vaccine for girls in New Zealand is expected to decrease the incidence of HPV infection as well as resultant cytological abnormalities and cervical cancer. This may affect the cost-effectiveness of the national cervical screening program by reducing the incidence of lesions detected. This study investigates the cost-effectiveness of the current cervical screening policy with and without the HPV vaccine and compares these results with the cost-effectiveness of a range of other screening strategies. METHODS: A Markov state-transition model was built based on the natural history of HPV and cervical carcinogenesis. The model followed a hypothetical cohort of girls from 12 years to 85 years of age or death, through screening and treatment pathways. The model compared a ""no vaccine and current screening"" strategy with a selection of screening strategies with different age ranges and frequency intervals. RESULTS: The most cost-effective cervical screening strategy in the presence of the HPV vaccine would be screening women aged 30-60 every 5 years. Moving to this screening strategy from the base case of no vaccine and the current New Zealand strategy of screening women aged 20-69 every 3 years is predicted to have an incremental cost per quality-adjusted life-year gained of NZ$9,841 (¯õ?4,428). CONCLUSIONS: Reducing screening intensity from 3 to 5 years as well as narrowing the screening age range for the vaccinated cohort once they reach mid-twenties is recommended. The importance of achieving a high vaccine uptake in New Zealand remains high.";Adolescent,Adult,Age Factors,Aged,Aged, 80 and over,Child,Cost-Benefit Analysis,Female,Health Policy,Humans,Markov Chains*,Mass Screening/economics*,Middle Aged,Models, Economic,New Zealand,Papillomavirus Infections/economics,Papillomavirus Infections/epidemiology,Papillomavirus Vaccines/administration & dosage*,Papillomavirus Vaccines/economics*,Quality-Adjusted Life Years,Vaginal Smears/economics,Young Adult,Papillomavirus Vaccines;21936972;
How does early detection by screening affect disease progression? Modeling estimated benefits in prostate cancer screening.;Wever EM1, Draisma G1, Heijnsdijk EA1, de Koning HJ1.;Med Decis Making. 2011 Jul-Aug.31(4):550-8. doi: 10.1177/0272989X10396717. Epub 2011 Mar 15.;Abstract BACKGROUND: Simulation models are essential tools for estimating benefits of cancer screening programs. Such models include a screening-effect model that represents how early detection by screening followed by treatment affects disease-specific survival. Two commonly used screening-effect models are the stage-shift model, where mortality benefits are explained by the shift to more favorable stages, and the cure model, where early detection enhances the chances of cure from disease. OBJECTIVE: This article describes commonly used screening-effect models and analyses their predicted mortality benefit in a model for prostate cancer screening. METHOD: The MISCAN simulation model was used to predict the reduction of prostate cancer mortality in the European Randomized Study of Screening for Prostate Cancer (ERSPC) Rotterdam. The screening-effect models were included in the model. For each model the predictions of prostate cancer mortality reduction were calculated. The study compared 4 screening-effect models, which are versions of the stage-shift model or the cure model. RESULTS: The stage-shift models predicted, after a follow-up of 9 years, reductions in prostate cancer mortality varying from 38% to 63% for ERSPC-Rotterdam compared with a 27% reduction observed in the ERSPC. The cure models predicted reductions in prostate cancer mortality varying from 21% to 27%. CONCLUSIONS: The differences in predicted mortality reductions show the importance of validating models to observed trial mortality data. The stage-shift models considerably overestimated the mortality reduction. Therefore, the stage-shift models should be used with care, especially when modeling the effect of screening for cancers with long lead times, such as prostate cancer.;Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Disease Progression*,Early Diagnosis,Humans,Male,Mass Screening/standards*,Models, Theoretical*,Prostatic Neoplasms/diagnosis*,Prostatic Neoplasms/pathology,U01 CA088160/CA/NCI NIH HHS/United States,U01-CA88160/CA/NCI NIH HHS/United States;21406620;
Modelling the impact of detecting and treating ductal carcinoma in situ in a breast screening programme.;McCann J1, Treasure P, Duffy S.;J Med Screen. 2004.11(3):117-25.;Abstract OBJECTIVES: Screening has substantially increased the detection of carcinoma in situ of the breast (CIS). Opinions vary as to whether this constitutes over-diagnosis or an opportunity to interrupt breast cancer's natural history. In England, incidence of invasive cancer and CIS increased in women of screening age (50-64 years), leading to a subsequent deficit in invasive incidence in women aged 65-69 years immediately beyond the invited age range. We aimed to model underlying incidence of invasive cancer and CIS expected in the absence of screening, and to quantify the likely relative contributions of their early detection to the observed reduction in invasive cancer in women of postscreening age. SETTING: UK NHS breast screening programme in England. METHODS: Poisson regression modelling was used to establish the underlying incidence of invasive and in situ cancers in the absence of screening. We then estimated age- and year-specific excess detection rates attributable to screening. Applying these to population figures we estimated conservatively the relative contributions of early diagnosis of CIS and invasive cancer at 50-64 years of age to the subsequent deficit in invasive cancer in women beyond invitation age (65-69 years), for screening early in the programme and at steady state. RESULTS: Our model estimated a 1.6% annual increase in incidence, giving an estimated deficit of 4.22 invasive cancers per 10,000 women aged 65-69 years in 1996. Carcinoma in situ contributed 13-17% to the deficit, assuming a mean six year lead time and 75-100% progression to invasive cancer. At steady state, with current screening performance and with lead times of 3-4 years (invasive cancer) and 6-9 years (CIS), invasive incidence might be reduced by 5-6 cancers per 10,000 women aged 65-69 years in 2010 (15-20% of underlying incidence), CIS contributing 20-40%. DISCUSSION: The longer lead time associated with CIS attenuates the impact its early detection has on subsequent invasive incidence. At steady state screening, its detection contributes significantly to the deficit in invasive incidence. Our results suggest that, cancer for cancer, there may be just as much benefit in detecting and treating a case of CIS as there is in treating a case of invasive cancer.;Research Support, Non-U.S. Gov't,Aged,Breast Neoplasms/epidemiology*,Carcinoma in Situ/epidemiology*,Carcinoma, Ductal/epidemiology*,England/epidemiology,Female,Humans,Incidence,Mass Screening,Middle Aged,Models, Statistical,Neoplasm Invasiveness,Poisson Distribution,State Medicine;15333269;
Overdiagnosis and overtreatment of breast cancer: microsimulation modelling estimates based on observed screen and clinical data.;de Koning HJ1, Draisma G, Fracheboud J, de Bruijn A.;Breast Cancer Res. 2006.8(1):202. Epub 2005 Dec 21.;Abstract There is a delicate balance between the favourable and unfavourable side-effects of screening in general. Overdiagnosis, the detection of breast cancers by screening that would otherwise never have been clinically diagnosed but are now consequently treated, is such an unfavourable side effect. To correctly model the natural history of breast cancer, one has to estimate mean durations of the different pre-clinical phases, transition probabilities to clinical cancer stages, and sensitivity of the applied test based on observed screen and clinical data. The Dutch data clearly show an increase in screen-detected cases in the 50 to 74 year old age group since the introduction of screening, and a decline in incidence around age 80 years. We had estimated that 3% of total incidence would otherwise not have been diagnosed clinically. This magnitude is no reason not to offer screening for women aged 50 to 74 years. The increases in ductal carcinoma in situ (DCIS) are primarily due to mammography screening, but DCIS still remains a relatively small proportion of the total breast cancer problem.;Aged,Aged, 80 and over,Breast Neoplasms/diagnosis*,Breast Neoplasms/epidemiology,Breast Neoplasms/therapy*,Carcinoma, Intraductal, Noninfiltrating/diagnosis*,Carcinoma, Intraductal, Noninfiltrating/epidemiology,Carcinoma, Intraductal, Noninfiltrating/therapy*,Female,Humans,Incidence,Mammography/utilization*,Mass Screening/standards,Mass Screening/statistics & numerical data*,Middle Aged,Models, Theoretical*,Netherlands/epidemiology,Sensitivity and Specificity;16524452;